,city,country,latitude,longitude,name,postalCode,state
2374,Topeka,US,39,-95,Burger King,66604,KS
2375,Bellevue,US,39,-84,Burger King,41073,KY
2376,Parker,US,34,-114,Burger King,85344,AZ
2377,Pekin,US,40,-89,Burger King,61554,IL
2378,Dover,US,40,-81,KFC,44622,OH
2379,Boone,US,36,-81,Arby's,28607,NC
2380,Boone,US,36,-81,Wendy's,28607,NC
2381,Wheatland,US,42,-104,Taco John's,82201,WY
2382,Shreveport,US,32,-93,Burger King,71105,LA
2383,Shreveport,US,32,-93,Burger King,71106,LA
2384,Boone,US,36,-81,Taco Bell,28607,NC
2385,Boone,US,36,-81,Hardee's,28607,NC
2386,Boone,US,36,-81,Bojangles' Famous Chicken 'n Biscuits,28607,NC
2387,Boone,US,36,-81,McDonald's,28607,NC
2388,Storm Lake,US,42,-95,Taco John's,50588,IA
2389,Winona,US,44,-91,Taco John's,55987,MN
2390,Carrollton,US,40,-81,McDonald's,44615,OH
2391,Dubuque,US,42,-90,Taco John's,52001,IA
2392,Fort Dodge,US,42,-94,Taco John's,50501,IA
2393,Holdrege,US,40,-99,Taco John's,68949,NE
2394,Hastings,US,40,-98,Taco John's,68901,NE
2395,Indianola,US,41,-93,Taco John's,50125,IA
2396,La Crosse,US,43,-91,Taco John's,54601,WI
2397,Rome,US,43,-75,Wendy's,13440,NY
2398,Starkville,US,33,-88,Chick-Fil-A,39759,AL
2399,Jeffersonville,US,38,-85,Burger King,47130,IN
2400,Joplin,US,37,-94,Burger King,64801,MO
2401,Kansas City,US,39,-94,Burger King,64116,MO
2402,Oklahoma City,US,35,-97,Burger King,73115,OK
2403,Delhi,US,32,-91,Burger King,71232,LA
2404,Denver,US,39,-104,Burger King,80224,CO
2405,Des Moines,US,41,-93,Burger King,50317,IA
2406,Des Moines,US,41,-93,Burger King,50313,IA
2407,Tacoma,US,47,-122,Taco Time,98466,WA
2408,Page,US,36,-111,Burger King,86040,AZ
2409,Osseo,US,45,-93,Burger King,55311,MN
2410,Cleveland,US,33,-90,Burger King,38732,MS
2411,Oroville,US,39,-121,Burger King,95965,CA
2412,Oxford,US,33,-85,Burger King,36203,AL
2413,Owensboro,US,37,-87,Burger King,42301,KY
2414,Oneonta,US,42,-75,McDonald's,13820,NY
2415,Brownwood,US,31,-98,Taco Bell,76801,TX
2416,Troy,US,38,-90,Taco Bell,63379,MO
2417,Tupelo,US,34,-88,Taco Bell,38801,MS
2418,Turlock,US,37,-120,Taco Bell,95382,CA
2419,Caldwell,US,43,-116,Taco Bell,83605,ID
2420,Valdosta,US,30,-83,Taco Bell,31601,GA
2421,West Lafayette,US,40,-86,Taco Bell,47906,IN
2422,West Monroe,US,32,-92,Taco Bell,71291,LA
2423,Cleveland,US,33,-90,Domino's Pizza,38732,MS
2424,Wentzville,US,38,-90,Taco Bell,63385,MO
2425,Portland,US,45,-122,Burger King,97224,OR
2426,Portland,US,45,-122,Burger King,97266,OR
2427,Plainville,US,42,-71,Burger King,2762,MA
2428,Westwego,US,29,-90,Taco Bell,70094,LA
2429,Williamsburg,US,36,-84,Taco Bell,40769,KY
2430,Williamsport,US,41,-76,Taco Bell,17701,PA
2431,Pocatello,US,42,-112,Burger King,83201,ID
2432,Pittsburgh,US,40,-79,Burger King,15227,PA
2433,Carrollton,US,38,-85,Taco Bell,41008,KY
2434,Rawlins,US,41,-107,Burger King,82301,WY
2435,Princeton,US,45,-93,Burger King,55371,MN
2436,Cassville,US,36,-93,Taco Bell,65625,MO
2437,Cedar Falls,US,42,-92,Taco Bell,50613,IA
2438,Fairfield,US,38,-122,McDonald's,94534,CA
2439,Fort Stockton,US,30,-102,Burger King,79735,TX
2440,Franklin,US,39,-86,Burger King,46131,IN
2441,Freeland,US,43,-84,Burger King,48623,MI
2442,Front Royal,US,38,-78,Burger King,22630,VA
2443,Fort Madison,US,40,-91,Burger King,52627,IA
2444,Oswego,US,43,-76,McDonald's,13126,NY
2445,Greenfield,US,39,-85,Burger King,46140,IN
2446,Rogersville,US,36,-83,Pal's Sudden Service,37857,TN
2447,Grand Junction,US,39,-108,Burger King,81503,CO
2448,Grand Rapids,US,42,-85,Burger King,49504,MI
2449,Grandville,US,42,-85,Burger King,49418,MI
2450,Warrenton,US,38,-77,Burger King,20186,VA
2451,Ventura,US,34,-119,Burger King,93001,CA
2452,Oneida,US,43,-75,Wendy's,13421,NY
2453,Rochester,US,43,-77,Burger King,14621,NY
2454,Oneida,US,43,-75,Burger King,13421,NY
2455,Asbury Park,US,40,-74,McDonald's,7712,NJ
2456,Goldsboro,US,35,-77,Chick-fil-A,27534,NC
2457,Valrico,US,27,-82,McDonald's,33594,FL
2458,Goldsboro,US,35,-78,Hardee's,27530,NC
2459,Franklin,US,35,-83,McDonald's,28734,NC
2460,Franklin,US,35,-83,Burger King,28734,NC
2461,Franklin,US,35,-83,Arby's,28734,NC
2462,Franklin,US,35,-83,Bojangles' Famous Chicken 'n Biscuits,28734,NC
2463,Marlton,US,39,-74,Five Guys,8053,NJ
2464,Anadarko,US,35,-98,McDonald's,73005,OK
2465,Bloomfield,US,40,-74,McDonald's,7003,NJ
2466,Bartlesville,US,36,-95,Pizza Hut,74006,OK
2467,Ada,US,34,-96,SONIC Drive In,74820,OK
2468,Ada,US,34,-96,McDonald's,74820,OK
2469,Ada,US,34,-96,Arby's,74820,OK
2470,Bartlesville,US,36,-95,Arby's,74003,OK
2471,Bartlesville,US,36,-95,McDonald's,74006,OK
2472,Bartlesville,US,36,-95,Wendy's,74006,OK
2473,Chico,US,39,-121,Burger King,95928,CA
2474,Oroville,US,39,-121,Wendy's,95965,CA
2475,New Port Richey,US,28,-82,McDonald's,34655,FL
2476,Livingston,US,37,-120,Jack in the Box,95334,CA
2477,Atoka,US,34,-96,McDonald's,74525,OK
2478,Ada,US,34,-96,Domino's Pizza,74820,OK
2479,Carson City,US,39,-119,El Pollo Loco,89701,NV
2480,Marietta,US,33,-97,Sonic Drive-In,73448,OK
2481,Las Vegas,US,36,-115,Taco Time,89139,NV
2482,Elyria,US,41,-82,Burger King,44035,OH
2483,Santa Cruz,US,36,-122,Domino's Pizza,95060,CA
2484,Amherst,US,41,-82,McDonald's,44001,OH
2485,North Port,US,27,-82,Burger King,34288,FL
2486,Cleveland,US,41,-81,Wendy's,44112,OH
2487,Lagrange,US,41,-82,McDonald's,44050,OH
2488,Saint Albans,US,44,-73,SUBWAY,5478,VT
2489,Gettysburg,US,39,-77,KFC,17325,PA
2490,Littlestown,US,39,-77,McDonald's,17340,PA
2491,Colchester,US,44,-73,Subway,5446,VT
2492,Warren,US,41,-80,McDonald's,44483,OH
2493,Myerstown,US,40,-76,Hardee's,17067,PA
2494,Lebanon,US,40,-76,Burger King,17042,PA
2495,Venice,US,27,-82,McDonald's,34292,FL
2496,Paso Robles,US,35,-120,KFC,93446,CA
2497,Grove City,US,41,-80,McDonald's,16127,PA
2498,Paso Robles,US,35,-120,Wendy's,93446,CA
2499,Arroyo Grande,US,35,-120,Jack in the Box,93420,CA
2500,Cortland,US,41,-80,Mcdonalds,44410,OH
2501,Cortland,US,41,-80,Burger King,44410,OH
2502,Cypress,US,29,-95,McDonald's,77429,TX
2503,Houston,US,29,-95,McDonald's,77099,TX
2504,Paso Robles,US,35,-120,Taco Bell,93446,CA
2505,Frackville,US,40,-76,McDonald's,17931,PA
2506,Atascadero,US,35,-120,Jack in the Box,93422,CA
2507,Shavertown,US,41,-75,Mc Donald's,18708,PA
2508,Fremont,US,41,-83,McDonalds,43420,OH
2509,Temple,US,31,-97,Jack in the Box,76501,TX
2510,Killeen,US,31,-97,McDonald's,76542,TX
2511,Salem,US,40,-80,McDonalds,44460,OH
2512,Lisbon,US,40,-80,McDonald's,44432,OH
2513,Bellaire,US,40,-80,McDonald's,43906,OH
2514,Clarksburg,US,39,-80,KFC,26301,WV
2515,Grafton,US,39,-80,McDonald's,26354,WV
2516,Chillicothe,US,39,-82,McDonald's,45601,OH
2517,Huntsville,US,34,-86,Bojangles' Famous Chicken 'n Biscuits,35810,AL
2518,Athens,US,34,-86,Bojangles' Famous Chicken 'n Biscuits,35611,AL
2519,Williston,US,48,-103,Subway,58801,ND
2520,Menomonie,US,44,-91,Wendy's,54751,WI
2521,Menomonie,US,44,-91,McDonalds,54751,WI
2522,Menomonie,US,44,-91,Arby's,54751,WI
2523,West Palm Beach,US,26,-80,KFC,33403,FL
2524,Port Arthur,US,29,-93,Chick-Fil-A,77640,TX
2525,Tiffin,US,41,-83,McDonald's,44883,OH
2526,Fostoria,US,41,-83,McDonald's,44830,OH
2527,Merrill,US,45,-89,McDonalds,54452,WI
2528,Wheeling,US,40,-80,Arby's,26003,WV
2529,Menomonie,US,44,-91,Culver's,54751,WI
2530,Wheeling,US,40,-80,Hardee's,26003,WV
2531,Fond Du Lac,US,43,-88,Hardee's,54935,WI
2532,Sunbury,US,40,-82,McDonald's,43074,OH
2533,Shelby,US,40,-82,Wendy's,44875,OH
2534,Shelby,US,40,-82,McDonald's,44875,OH
2535,Mansfield,US,40,-82,McDonald's,44903,OH
2536,Mansfield,US,40,-82,McDonald's,44906,OH
2537,Menasha,US,44,-88,McDonald's,54952,WI
2538,Parkersburg,US,39,-81,Wendy's,26104,WV
2539,Vienna,US,39,-81,Taco Bell,26105,WV
2540,Weatherford,US,32,-97,Whataburger,76087,TX
2541,Wheeling,US,40,-80,Subway,26003,WV
2542,Wheeling,US,40,-80,Subway,26003,WV
2543,Wheeling,US,40,-80,KFC,26003,WV
2544,Waco,US,31,-97,Wendy's,76705,TX
2545,Belle,US,38,-81,McDonald's,25015,WV
2546,San Jose,US,37,-121,McDonald's,95136,CA
2547,Salt Lake City,US,40,-112,TacoTime,84118,UT
2548,Kanab,US,37,-112,Wendy's,84741,UT
2549,Price,US,39,-110,Wendy's,84501,UT
2550,Dayton,US,39,-84,KFC,45449,OH
2551,Ephraim,US,39,-111,McDonald's,84627,UT
2552,Klamath Falls,US,42,-121,Burger King,97601,OR
2553,Klamath Falls,US,42,-121,Wendy's,97601,OR
2554,Klamath Falls,US,42,-121,Arby's,97603,OR
2555,Klamath Falls,US,42,-121,McDonald's,97601,OR
2556,Clarksville,US,36,-87,Sonic Drive-In,37042,TN
2557,West Chester,US,39,-84,Burger King,45069,OH
2558,Saint George,US,37,-113,Wendy's,84790,UT
2559,Saint George,US,37,-113,Five Guys,84790,UT
2560,Saint George,US,37,-113,McDonald's,84770,UT
2561,Saint George,US,37,-113,McDonald's,84770,UT
2562,Saint George,US,37,-113,Wendy's,84770,UT
2563,Saint George,US,37,-113,Carl's Jr.,84790,UT
2564,Saint George,US,37,-113,McDonald's,84770,UT
2565,Fort Campbell,US,36,-87,Taco Bell,42223,KY
2566,Aransas Pass,US,27,-97,McDonald's,78336,TX
2567,Cincinnati,US,39,-84,Burger King,45231,OH
2568,Florence,US,39,-84,Burger King,41042,KY
2569,Springboro,US,39,-84,Burger King,45066,OH
2570,Cincinnati,US,39,-84,Burger King,45238,OH
2571,Newport,US,39,-84,Burger King,41071,KY
2572,Cincinnati,US,39,-84,Burger King,45231,OH
2573,Ft Mitchell,US,39,-84,Burger King,41017,KY
2574,Harlingen,US,26,-97,Wendy's,78550,TX
2575,Harlingen,US,26,-97,Whataburger,78550,TX
2576,Fairmont,US,39,-80,Quiznos,26554,WV
2577,Harlingen,US,26,-97,Whataburger,78550,TX
2578,Fairmont,US,39,-80,Wendy's,26554,WV
2579,Fairmont,US,39,-80,Arby's,26554,WV
2580,Fairmont,US,39,-80,Burger King,26554,WV
2581,Fairmont,US,39,-80,Hardee's,26554,WV
2582,Oak Hill,US,37,-81,Wendy's,25901,WV
2583,Williston,US,48,-103,Pizza Hut,58801,ND
2584,Newport,US,39,-84,Taco Bell,41071,KY
2585,Williston,US,48,-103,Pizza Hut,58801,ND
2586,Williston,US,48,-103,McDonald's,58801,ND
2587,Williston,US,48,-103,Hardee's,58801,ND
2588,Williston,US,48,-103,Domino's Pizza,58801,ND
2589,Williston,US,48,-103,Arby's,58801,ND
2590,Sunbury,US,40,-76,Burger King,17801,PA
2591,Shamokin,US,40,-76,Wendy's,17872,PA
2592,Milton,US,41,-76,McDonald's,17847,PA
2593,Alamo,US,26,-98,Whataburger,78516,TX
2594,Mission,US,26,-98,Whataburger,78572,TX
2595,Key West,US,24,-81,Burger King,33040,FL
2596,Cincinnati,US,39,-84,Gold Star Chili,45224,OH
2597,Newport,US,39,-84,Gold Star Chili,41076,KY
2598,Rio Grande City,US,26,-98,Burger King,78582,TX
2599,Oak Hill,US,38,-81,Domino's Pizza,25901,WV
2600,Fayetteville,US,38,-81,Arby's,25840,WV
2601,Brigham City,US,41,-112,McDonald's,84302,UT
2602,Tremonton,US,41,-112,McDonald's,84337,UT
2603,Brigham City,US,41,-112,Wendy's,84302,UT
2604,Brigham City,US,41,-112,Arby's,84302,UT
2605,Gilmer,US,32,-94,Jack In The Box,75644,TX
2606,Burlington,US,39,-84,Subway,41005,KY
2607,Fairfield,US,39,-84,Gold Star Chili,45014,OH
2608,San Jose,US,37,-121,Burger King,95112,CA
2609,Cincinnati,US,39,-84,McDonald's,45246,OH
2610,Mount Orab,US,39,-83,McDonald's,45154,OH
2611,Independence,US,38,-84,McDonald's,41051,KY
2612,Dry Ridge,US,38,-84,McDonald's,41035,KY
2614,Maineville,US,39,-84,Skyline Chili,45039,OH
2616,Cincinnati,US,39,-84,KFC,45245,OH
2617,Kenton,US,40,-83,Arby's,43326,OH
2618,Cincinnati,US,39,-84,Burger King,45236,OH
2619,Somerset,US,40,-79,McDonald's,15501,PA
2620,Brigham City,US,41,-112,Domino's Pizza,84302,UT
2621,Somerset,US,40,-79,Arby's,15501,PA
2622,Sanger,US,36,-119,McDonald's,93657,CA
2623,Sweet Home,US,44,-122,McDonald's,97386,OR
2624,Vernal,US,40,-109,Wendy's,84078,UT
2625,Loveland,US,39,-84,Burger King,45140,OH
2626,Cincinnati,US,39,-84,Wendy's,45231,OH
2627,Cincinnati,US,39,-84,Burger King,45251,OH
2628,Sandy,US,40,-111,KFC,84070,UT
2629,Salt Lake City,US,40,-112,Subway,84118,UT
2631,Salt Lake City,US,40,-111,Burger King,84119,UT
2632,Sandy,US,40,-111,Five Guys,84070,UT
2633,Salt Lake City,US,40,-111,Domino's Pizza,84108,UT
2634,New Smyrna Beach,US,29,-80,McDonald's,32168,FL
2635,Fort Lauderdale,US,26,-80,Popeyes Chicken and Biscuits,33312,FL
2636,Marysville,US,39,-121,Burger King,95901,CA
2637,Mansfield,US,40,-82,Arby's,44906,OH
2638,Newport,US,35,-83,Bojangles' Famous Chicken 'n Biscuits,37821,TN
2639,Delhi,US,42,-74,McDonald's,13753,NY
2640,Ogden,US,41,-111,Del Taco,84404,UT
2641,Ogden,US,41,-111,Jimmy John's,84403,UT
2642,Ogden,US,41,-111,Subway,84401,UT
2643,Clearfield,US,41,-112,Wendy's,84015,UT
2644,Ogden,US,41,-111,McDonald's,84404,UT
2645,Ogden,US,41,-111,Wendy's,84403,UT
2646,Ogden,US,41,-111,Arby's,84403,UT
2647,Ogden,US,41,-111,Arctic Circle,84403,UT
2648,Shamokin Dam,US,40,-76,McDonald's,17876,PA
2649,Bountiful,US,40,-111,Domino's Pizza,84010,UT
2650,Ogden,US,41,-111,Domino's Pizza,84405,UT
2651,Morgantown,US,39,-79,Arby's,26505,WV
2652,Ogden,US,41,-111,Subway,84403,UT
2653,Hollywood,US,26,-80,Burger King,33027,FL
2654,Morgantown,US,39,-79,KFC,26505,WV
2655,Selinsgrove,US,40,-76,Taco Bell,17870,PA
2656,Spanish Fork,US,40,-111,Five Guys,84660,UT
2657,The Dalles,US,45,-121,Burger King,97058,OR
2658,Payson,US,40,-111,Domino's Pizza,84651,UT
2659,Coos Bay,US,43,-124,Taco Bell,97420,OR
2660,Weirton,US,40,-80,Bob Evans,26062,WV
2661,Sutton,US,38,-80,Taco Bell,26601,WV
2662,Sutton,US,38,-80,McDonald's,26601,WV
2663,Welch,US,37,-81,McDonald's,24801,WV
2664,Lewistown,US,40,-77,KFC,17044,PA
2665,Lewistown,US,40,-77,Burger King,17044,PA
2666,Lewisburg,US,40,-76,KFC,17837,PA
2667,Lewisburg,US,40,-76,Wendy's,17837,PA
2668,Lewisburg,US,40,-76,Burger King,17837,PA
2669,Mifflinburg,US,40,-77,McDonald's,17844,PA
2670,Lewisburg,US,40,-76,McDonald's,17837,PA
2671,North Baltimore,US,41,-83,McDonald's,45872,OH
2672,Toledo,US,41,-83,Burger King,43605,OH
2673,Seaside,US,45,-123,McDonald's,97138,OR
2674,Toledo,US,41,-83,Burger King,43615,OH
2675,Sterling,US,39,-77,Baja Fresh,20165,VA
2676,Mustang,US,35,-97,McDonald's,73064,OK
2678,Santa Maria,US,34,-120,El Pollo Loco,93454,CA
2679,Williamsburg,US,37,-76,McDonald's,23185,VA
2680,Hampton,US,37,-76,Burger King,23666,VA
2681,Zanesville,US,39,-82,McDonald's,43701,OH
2682,Zanesville,US,39,-82,KFC,43701,OH
2683,Oklahoma City,US,35,-97,Waffle House,73159,OK
2684,Cut Bank,US,48,-112,Subway,59427,MT
2685,Bluefield,US,37,-81,Hardee's,24701,WV
2686,Bowling Green,US,38,-77,McDonald's,22427,VA
2687,Cushing,US,35,-96,KFC,74023,OK
2688,Richlands,US,37,-81,Wendy's,24641,VA
2689,Richlands,US,37,-81,Burger King,24641,VA
2690,Glen Allen,US,37,-77,Burger King,23060,VA
2691,Daytona Beach,US,29,-81,Checkers,32117,FL
2692,Mannford,US,36,-96,Sonic Drive-In,74044,OK
2693,Kerrville,US,30,-99,Burger King,78028,TX
2694,Culpeper,US,38,-77,Taco Bell,22701,VA
2695,Culpeper,US,38,-77,Arby's,22701,VA
2696,Port Orange,US,29,-81,Burger King,32127,FL
2697,Vicksburg,US,32,-90,KFC,39180,AL
2698,Daytona Beach,US,29,-80,Burger King,32118,FL
2699,Covington,US,37,-79,McDonald's,24426,VA
2700,Covington,US,37,-79,Arby's,24426,VA
2701,Covington,US,37,-79,Wendy's,24426,VA
2702,Covington,US,37,-79,KFC,24426,VA
2703,Madison Heights,US,37,-79,Hardee's,24572-0618,VA
2704,Newberry,US,34,-81,Bojangles' Famous Chicken 'n Biscuits,29108,SC
2705,Belle Fourche,US,44,-103,Subway,57717,SD
2706,Belle Fourche,US,44,-103,Hardee's,57717,SD
2707,Chamberlain,US,43,-99,Taco John's,57325,SD
2708,Broken Bow,US,34,-94,McDonald's,74728,OK
2709,Broken Bow,US,34,-94,Arby's,74728,OK
2710,Roanoke,US,37,-79,Bojangles' Famous Chicken 'n Biscuits,24019,VA
2711,Hillsboro,US,39,-83,McDonald's,45133,OH
2712,Hillsboro,US,39,-83,Wendy's,45133,OH
2713,Claremore,US,36,-95,McDonald's,74017,OK
2714,Bristow,US,35,-96,KFC,74010,OK
2715,Lawton,US,34,-98,Burger King,73505,OK
2716,Monticello,US,41,-74,McDonald's,12701,NY
2717,Westerly,US,41,-71,Wendy's,2891,RI
2718,Bellevue,US,47,-122,Old Country Buffet,98006,WA
2719,Rice Lake,US,45,-91,Arby's,54868,WI
2720,Stevens Point,US,44,-89,Taco Bell,54481,WI
2721,Stevens Point,US,44,-89,Arby's,54481,WI
2722,Mansfield,US,41,-77,Wendy's,16933,PA
2723,Mansfield,US,41,-77,Arby's,16933,PA
2724,Mansfield,US,41,-77,Taco Bell,16933,PA
2725,Ocean City,US,38,-75,Tommy's Sub Shop,21842,MD
2726,Virginia Beach,US,36,-76,Burger King,23464,VA
2727,Salt Lake City,US,40,-111,Domino's Pizza,84117,UT
2728,Kennewick,US,46,-119,Jimmy John's,99336,WA
2730,Crockett,US,31,-95,Taco Bell,75835,TX
2731,Tuba City,US,36,-111,Taco Bell,86045,AZ
2732,Middletown,US,39,-78,McDonald's,22645,VA
2733,Danville,US,36,-79,Sonic Drive-In,24540,VA
2734,Saint Paul,US,44,-92,Hardee's,55128,MN
2736,Milwaukee,US,43,-87,Arby's,53217,WI
2737,Salt Lake City,US,40,-111,Del Taco,84123,UT
2738,Concord,US,35,-80,Chick-fil-A,28025,NC
2739,Everett,US,47,-122,KFC,98204,WA
2740,Old Bridge,US,40,-74,KFC,8857,NJ
2741,West Palm Beach,US,26,-80,KFC,33413,FL
2742,West Palm Beach,US,26,-80,KFC,33411,FL
2743,Sheridan,US,44,-106,Jimmy John's,82801,WY
2744,Sheridan,US,44,-106,Subway,82801,WY
2745,Cheyenne,US,41,-104,Taco Bell,82009,WY
2746,Winder,US,33,-83,Captain D's,30680,GA
2747,Lexington,US,37,-79,Arby's,24450,VA
2748,Lexington,US,37,-79,Wendy's,24450,VA
2749,Marion,US,36,-81,KFC,24354,VA
2750,Marion,US,36,-81,Long John Silver's,24354,VA
2751,Marion,US,36,-81,Hardee's,24354,VA
2752,Marion,US,36,-81,Arby's,24354,VA
2753,Marion,US,36,-81,Wendy's,24354,VA
2754,Memphis,US,35,-89,Checkers,38125,TN
2755,Romulus,US,42,-83,Checkers,48174,MI
2756,Medford,US,45,-90,McDonald's,54451,WI
2757,Medford,US,45,-90,Hardee's,54451,WI
2758,Smyrna,US,33,-84,Checkers,30080,GA
2759,Statesboro,US,32,-81,Checkers,30458,GA
2760,Mountain Top,US,41,-75,McDonald's,18707,PA
2761,Arlington,US,38,-77,Five Guys,22202,VA
2762,Clarks Summit,US,41,-75,Wendy's,18411,PA
2763,Brookville,US,41,-79,Arby's,15825,PA
2764,Tunkhannock,US,41,-75,Burger King,18657,PA
2765,Santa Maria,US,34,-120,Carl's Jr.,93454,CA
2766,Media,US,39,-75,Wendy's,19063-3411,PA
2767,Turlock,US,37,-120,Taco Bell,95380,CA
2768,Modesto,US,37,-121,Jack in the Box,95350,CA
2769,Waupaca,US,44,-89,Arby's,54981,WI
2770,Grundy,US,37,-82,Hardee's,24614,VA
2771,Hillsville,US,36,-80,McDonald's,24343,VA
2772,Hillsville,US,36,-80,Hardee's,24343,VA
2773,Placerville,US,38,-120,McDonald's,95667,CA
2774,Patterson,US,37,-121,McDonald's,95363,CA
2775,Lexington,US,37,-79,KFC,24450,VA
2776,Paso Robles,US,35,-120,McDonald's,93446,CA
2777,Kettleman City,US,35,-119,Taco Bell,93239,CA
2778,Henrico,US,37,-77,KFC,23231,VA
2779,Amory,US,33,-88,Domino's Pizza,38821,MS
2780,York,US,39,-76,McDonald's,17401,PA
2781,Enola,US,40,-76,Wendy's,17025,PA
2782,Porterville,US,36,-119,Jack in the Box,93257,CA
2783,Providence,US,41,-71,KFC,2904,RI
2784,Paso Robles,US,35,-120,Jack in the Box,93446,CA
2785,Swansea,US,41,-71,McDonald's,2777,MA
2786,Saint George,US,33,-80,Waffle House,29477,SC
2787,Conway,US,33,-79,McDonald's,29526,SC
2788,Murrells Inlet,US,33,-79,McDonald's,29576,SC
2789,Santa Maria,US,34,-120,Jack in the Box,93454,CA
2790,Santa Maria,US,34,-120,Jack in the Box,93454,CA
2791,Redding,US,40,-122,Taco Bell,96002,CA
2792,Goleta,US,34,-119,Domino's Pizza,93117,CA
2793,Sanger,US,36,-119,McDonald's,93657,CA
2795,Buellton,US,34,-120,Taco Bell,93427,CA
2796,Lexington,US,34,-81,Hardee's,29072,SC
2797,Slidell,US,30,-89,Krystal,70460,LA
2798,South Pittsburg,US,35,-85,Krystal,37380,TN
2799,Chicago,US,41,-87,BIG & little's Restaurant,60610,IL
2800,Columbia,US,33,-80,Hardee's,29209,SC
2801,Columbia,US,34,-80,KFC,29206,SC
2802,Santa Maria,US,34,-120,Taco Bell,93454,CA
2803,Columbia,US,34,-80,Waffle House,29223,SC
2804,Batesburg,US,33,-81,McDonald's,29006,SC
2805,Camden,US,34,-80,Arby's,29020,SC
2806,Waynesboro,US,33,-82,Burger King,30830,GA
2807,Longmont,US,40,-104,Arby's,80504,CO
2808,Longmont,US,40,-105,SONIC Drive In,80501,CO
2809,North Charleston,US,32,-80,McDonald's,29420,SC
2810,Ladson,US,32,-80,McDonald's,29456,SC
2811,North Charleston,US,32,-80,Burger King,29418,SC
2812,North Charleston,US,32,-80,Burger King,29405,SC
2814,Hartsville,US,36,-86,McDonald's,37074,TN
2815,Valley,US,32,-85,Krystal,36854,AL
2816,Bluffton,US,32,-80,Wendy's,29910,SC
2817,Ridgeland,US,32,-80,McDonald's,29936,SC
2818,Gilbert,US,33,-111,Raising Cane's Chicken Fingers,85295,AZ
2819,Spartanburg,US,34,-81,Arby's,29301,SC
2820,Ashland City,US,36,-87,SONIC Drive In,37015,TN
2821,Landrum,US,35,-82,Bojangles' Famous Chicken 'n Biscuits,29356,SC
2822,Murfreesboro,US,35,-86,Wendy's,37130,TN
2823,Nashville,US,36,-86,McDonald's,37215,TN
2824,Ashland City,US,36,-87,Taco Bell,37015,TN
2825,Florence,US,34,-79,SONIC Drive In,29501,SC
2826,Racine,US,42,-87,McDonald's,53404,WI
2827,Bartonsville,US,41,-75,Sonic Drive-In,18321,PA
2828,Rapid City,US,44,-103,Arby's,57701,SD
2829,Groton,US,41,-72,Five Guys,6340,CT
2830,Maryville,US,35,-83,McDonald's,37801,TN
2831,Knoxville,US,35,-84,QDOBA Mexican Eats,37919,TN
2832,Oak Ridge,US,36,-84,Krystal,37830,TN
2833,New Braunfels,US,29,-98,McDonald's,78130,TX
2834,Houston,US,29,-95,McDonald's,77056,TX
2835,Houston,US,29,-95,Taco Bell,77056,TX
2836,Albuquerque,US,35,-106,McDonald's,87107,NM
2837,North Charleston,US,32,-80,Taco Bell,29418,SC
2838,Fort Lauderdale,US,26,-80,KFC,33319,FL
2839,Saint Paul,US,44,-93,SUBWAY,55109,MN
2840,Ashland,US,38,-82,Captain D's,41101,KY
2841,New Braunfels,US,29,-98,Whataburger,78132,TX
2843,Kansas City,US,39,-94,Captain D's,64118,MO
2844,Leeds,US,33,-86,Captain D's,35094,AL
2845,Twin Falls,US,42,-114,Cafe Rio,83301,ID
2846,Rolla,US,37,-91,Arby's,65401,MO
2847,Roosevelt,US,40,-109,Arby's,84066,UT
2848,Ogden,US,41,-111,Carl's Jr.,84403,UT
2849,Ridgecrest,US,35,-117,Carl's Jr.,93555,CA
2850,Pahrump,US,36,-115,Carl's Jr.,89048,NV
2851,Placerville,US,38,-120,Carl's Jr.,95667,CA
2852,Mammoth Lakes,US,37,-118,Carl's Jr.,93546,CA
2853,Sacramento,US,38,-121,Carl's Jr.,95825,CA
2854,San Marcos,US,29,-97,Carl's Jr.,78666,TX
2855,North Little Rock,US,34,-92,Captain D's,72116,AR
2856,Arkadelphia,US,34,-93,Arby's,71923,AR
2857,Ashtabula,US,41,-80,Arby's,44004,OH
2858,Atmore,US,31,-87,Arby's,36502,AL
2859,Atlanta,US,33,-84,Arby's,30303,GA
2860,Auburn,US,42,-71,Arby's,1501,MA
2861,Pittston,US,41,-75,Arby's,18640-3907,PA
2862,Pryor,US,36,-95,Arby's,74361,OK
2864,Sierra Vista,US,31,-110,Arby's,85635,AZ
2865,Sidney,US,41,-102,Arby's,69162,NE
2866,Shreveport,US,32,-93,Arby's,71106,LA
2867,Bastrop,US,30,-97,Carl's Jr,78602,TX
2868,South Hill,US,36,-78,Arby's,23970,VA
2869,Springdale,US,36,-94,Arby's,72764,AR
2870,Caldwell,US,43,-116,Carl's Jr.,83605,ID
2871,Colorado Springs,US,38,-104,Carl's Jr.,80903,CO
2872,Cottage Grove,US,43,-123,Carl's Jr.,97424,OR
2873,Fairbanks,US,64,-147,Carl's Jr,99709,AK
2874,Cambridge,US,45,-93,Arby's,55008,MN
2875,Brewton,US,31,-87,Arby's,36426,AL
2876,Benson,US,35,-78,Char-Grill,27504,NC
2877,Lompoc,US,36,-119,Burger King,93437,CA
2878,Reno,US,39,-119,Quiznos,89512,NV
2879,Auburn,US,38,-121,KFC,95603,CA
